date,base_currency,EUR,GBP,JPY,AUD,CHF
2024-06-24,USD,0.93197,0.78966,159.52,1.5058,0.89338
2024-06-25,USD,0.93336,0.78836,159.45,1.5035,0.89369
2024-06-26,USD,0.93554,0.79009,160.37,1.5018,0.89672
2024-06-27,USD,0.93493,0.79086,160.49,1.5032,0.89791
2024-06-28,USD,0.93414,0.79064,160.62,1.502,0.89995
2024-06-29,USD,0.93414,0.79064,160.62,1.502,0.89995
2024-06-30,USD,0.93414,0.79064,160.62,1.502,0.89995
2024-07-01,USD,0.93067,0.78911,161.14,1.4992,0.90172
2024-07-02,USD,0.93205,0.78996,161.53,1.5025,0.90381
2024-07-03,USD,0.92954,0.78714,161.91,1.4987,0.90333
2024-07-04,USD,0.92593,0.78392,160.96,1.4857,0.89972
2024-07-05,USD,0.92387,0.78172,160.81,1.4849,0.89893
2024-07-06,USD,0.92387,0.78172,160.81,1.4849,0.89893
2024-07-07,USD,0.92387,0.78172,160.81,1.4849,0.89893
2024-07-08,USD,0.92293,0.77905,160.93,1.4829,0.89626
2024-07-09,USD,0.92473,0.78131,161.09,1.4853,0.8981
2024-07-10,USD,0.92379,0.78077,161.47,1.4832,0.8982
2024-07-11,USD,0.92123,0.77665,161.58,1.4809,0.89811
2024-07-12,USD,0.91827,0.77162,158.74,1.4762,0.89504
2024-07-13,USD,0.91827,0.77162,158.74,1.4762,0.89504
2024-07-14,USD,0.91827,0.77162,158.74,1.4762,0.89504
2024-07-15,USD,0.91684,0.77056,158.01,1.475,0.89438
2024-07-16,USD,0.91726,0.77103,158.37,1.4831,0.89534
2024-07-17,USD,0.91458,0.76747,156.58,1.4836,0.8865
2024-07-18,USD,0.91491,0.77013,156.47,1.4855,0.88435
2024-07-19,USD,0.91827,0.77392,157.58,1.4946,0.88962
2024-07-20,USD,0.91827,0.77392,157.58,1.4946,0.88962
2024-07-21,USD,0.91827,0.77392,157.58,1.4946,0.88962
2024-07-22,USD,0.91844,0.77347,156.87,1.5035,0.88823
2024-07-23,USD,0.92081,0.77415,156.21,1.5098,0.89144
2024-07-24,USD,0.92183,0.77409,154.16,1.5144,0.88579
2024-07-25,USD,0.92157,0.7767,152.63,1.5333,0.87863
2024-07-26,USD,0.92081,0.77696,154.55,1.5248,0.88343
2024-07-27,USD,0.92081,0.77696,154.55,1.5248,0.88343
2024-07-28,USD,0.92081,0.77696,154.55,1.5248,0.88343
2024-07-29,USD,0.92447,0.77974,153.87,1.5285,0.88546
2024-07-30,USD,0.92387,0.77846,154.85,1.5299,0.88618
2024-07-31,USD,0.92353,0.77928,150.31,1.5363,0.8804
2024-08-01,USD,0.92687,0.78161,150.76,1.5294,0.87747
2024-08-02,USD,0.92293,0.78449,148.93,1.5347,0.8706
2024-08-03,USD,0.92293,0.78449,148.93,1.5347,0.8706
2024-08-04,USD,0.92293,0.78449,148.93,1.5347,0.8706
2024-08-05,USD,0.91191,0.78313,142.24,1.551,0.84844
2024-08-06,USD,0.91617,0.78789,145.02,1.5426,0.85433
2024-08-07,USD,0.91558,0.78564,147.06,1.5238,0.86147
2024-08-08,USD,0.91491,0.78768,146.15,1.5258,0.85709
2024-08-09,USD,0.916,0.78509,146.86,1.5214,0.86425
2024-08-10,USD,0.916,0.78509,146.86,1.5214,0.86425
2024-08-11,USD,0.916,0.78509,146.86,1.5214,0.86425
2024-08-12,USD,0.91533,0.7831,147.6,1.5158,0.86874
2024-08-13,USD,0.91483,0.78179,147.44,1.5161,0.86726
2024-08-14,USD,0.90752,0.7785,147.0,1.5104,0.86351
2024-08-15,USD,0.90818,0.77754,147.25,1.5084,0.8665
2024-08-16,USD,0.90959,0.77431,148.01,1.5078,0.86775
2024-08-17,USD,0.90959,0.77431,148.01,1.5078,0.86775
2024-08-18,USD,0.90959,0.77431,148.01,1.5078,0.86775
2024-08-19,USD,0.90572,0.77206,146.02,1.4932,0.86432
2024-08-20,USD,0.9022,0.76862,146.32,1.4845,0.85953
2024-08-21,USD,0.8996,0.76739,145.97,1.4839,0.85489
2024-08-22,USD,0.89807,0.76285,146.06,1.4863,0.85227
2024-08-23,USD,0.8992,0.76192,146.0,1.4853,0.85208
2024-08-24,USD,0.8992,0.76192,146.0,1.4853,0.85208
2024-08-25,USD,0.8992,0.76192,146.0,1.4853,0.85208
2024-08-26,USD,0.89582,0.75826,144.17,1.4777,0.84744
2024-08-27,USD,0.8959,0.75648,144.45,1.4747,0.84573
2024-08-28,USD,0.89952,0.75707,144.44,1.4758,0.8433
2024-08-29,USD,0.90188,0.75915,144.62,1.4677,0.84452
2024-08-30,USD,0.90196,0.75873,145.39,1.4703,0.84928
2024-08-31,USD,0.90196,0.75873,145.39,1.4703,0.84928
2024-09-01,USD,0.90196,0.75873,145.39,1.4703,0.84928
2024-09-02,USD,0.90408,0.7614,146.97,1.4756,0.85119
2024-09-03,USD,0.90621,0.76198,146.14,1.4856,0.85265
2024-09-04,USD,0.90498,0.76243,145.03,1.4887,0.85032
2024-09-05,USD,0.90114,0.75983,143.46,1.4867,0.84617
2024-09-06,USD,0.90066,0.75919,143.14,1.4864,0.84347
2024-09-07,USD,0.90066,0.75919,143.14,1.4864,0.84347
2024-09-08,USD,0.90066,0.75919,143.14,1.4864,0.84347
2024-09-09,USD,0.90555,0.76397,143.56,1.5029,0.84904
2024-09-10,USD,0.90654,0.76389,143.06,1.5004,0.84752
2024-09-11,USD,0.90555,0.76406,141.81,1.4996,0.84741
2024-09-12,USD,0.90777,0.7667,142.54,1.4975,0.85458
2024-09-13,USD,0.90245,0.76234,140.93,1.4928,0.84713
2024-09-14,USD,0.90245,0.76234,140.93,1.4928,0.84713
2024-09-15,USD,0.90245,0.76234,140.93,1.4928,0.84713
2024-09-16,USD,0.8988,0.75749,139.91,1.4823,0.84433
2024-09-17,USD,0.89775,0.7566,140.69,1.4788,0.84433
2024-09-18,USD,0.89896,0.75715,141.98,1.4743,0.84394
2024-09-19,USD,0.89638,0.75254,143.0,1.4658,0.84797
2024-09-20,USD,0.89558,0.75148,144.26,1.4677,0.84954
2024-09-21,USD,0.89558,0.75148,144.26,1.4677,0.84954
2024-09-22,USD,0.89558,0.75148,144.26,1.4677,0.84954
2024-09-23,USD,0.89936,0.75113,143.52,1.4636,0.84972
2024-09-24,USD,0.89823,0.74751,143.84,1.4585,0.84784
2024-09-25,USD,0.89334,0.7473,144.26,1.454,0.84822
2024-09-26,USD,0.89646,0.7479,144.13,1.4538,0.84733
2024-09-27,USD,0.89622,0.74689,143.06,1.4501,0.84424
2024-09-28,USD,0.89622,0.74689,143.06,1.4501,0.84424
2024-09-29,USD,0.89622,0.74689,143.06,1.4501,0.84424
2024-09-30,USD,0.89318,0.74619,142.75,1.4439,0.84307
2024-10-01,USD,0.90204,0.75043,143.76,1.4469,0.84738
2024-10-02,USD,0.90326,0.75231,144.76,1.4496,0.84798
2024-10-03,USD,0.90588,0.76328,146.73,1.4606,0.85035
2024-10-04,USD,0.9067,0.75923,146.6,1.4617,0.85175
2024-10-05,USD,0.9067,0.75923,146.6,1.4617,0.85175
2024-10-06,USD,0.9067,0.75923,146.6,1.4617,0.85175
2024-10-07,USD,0.91058,0.76414,148.09,1.471,0.85485
2024-10-08,USD,0.91058,0.76287,147.96,1.4836,0.85686
2024-10-09,USD,0.91266,0.76426,148.74,1.4861,0.85763
2024-10-10,USD,0.91475,0.76551,148.97,1.4888,0.85922
2024-10-11,USD,0.91424,0.76527,148.97,1.4841,0.85738
2024-10-12,USD,0.91424,0.76527,148.97,1.4841,0.85738
2024-10-13,USD,0.91424,0.76527,148.97,1.4841,0.85738
2024-10-14,USD,0.91617,0.76651,149.69,1.4886,0.86202
2024-10-15,USD,0.91718,0.76451,149.36,1.4891,0.86224
2024-10-16,USD,0.91768,0.76723,149.19,1.495,0.86235
2024-10-17,USD,0.9203,0.76804,149.55,1.4935,0.86324
2024-10-18,USD,0.92191,0.76671,150.04,1.4903,0.86669
2024-10-19,USD,0.92191,0.76671,150.04,1.4903,0.86669
2024-10-20,USD,0.92191,0.76671,150.04,1.4903,0.86669
2024-10-21,USD,0.9214,0.76767,150.0,1.4954,0.86428
2024-10-22,USD,0.92413,0.77017,150.84,1.495,0.86545
2024-10-23,USD,0.92876,0.77225,152.93,1.5077,0.86747
2024-10-24,USD,0.92584,0.77039,151.95,1.503,0.86557
2024-10-25,USD,0.92379,0.77005,151.92,1.5068,0.8667
2024-10-26,USD,0.92379,0.77005,151.92,1.5068,0.8667
2024-10-27,USD,0.92379,0.77005,151.92,1.5068,0.8667
2024-10-28,USD,0.92439,0.76992,152.69,1.5134,0.86587
2024-10-29,USD,0.92816,0.77056,153.76,1.5243,0.86959
2024-10-30,USD,0.92464,0.77138,153.41,1.522,0.86852
2024-10-31,USD,0.91895,0.76965,152.82,1.5217,0.86491
2024-11-01,USD,0.9187,0.77169,152.08,1.5186,0.86605
2024-11-02,USD,0.9187,0.77169,152.08,1.5186,0.86605
2024-11-03,USD,0.9187,0.77169,152.08,1.5186,0.86605
2024-11-04,USD,0.91709,0.77094,151.75,1.5147,0.86299
2024-11-05,USD,0.91768,0.77012,152.27,1.5098,0.86281
2024-11-06,USD,0.93502,0.77815,154.32,1.5242,0.87592
2024-11-07,USD,0.92721,0.7713,153.65,1.5017,0.87455
2024-11-08,USD,0.92833,0.77226,152.41,1.5094,0.87198
2024-11-09,USD,0.92833,0.77226,152.41,1.5094,0.87198
2024-11-10,USD,0.92833,0.77226,152.41,1.5094,0.87198
2024-11-11,USD,0.93888,0.77627,153.81,1.5197,0.87964
2024-11-12,USD,0.94189,0.78021,154.2,1.5264,0.88104
2024-11-13,USD,0.94082,0.78477,154.96,1.5334,0.8824
2024-11-14,USD,0.9494,0.7895,155.93,1.5461,0.88949
2024-11-15,USD,0.94491,0.78858,155.31,1.5445,0.88718
2024-11-16,USD,0.94491,0.78858,155.31,1.5445,0.88718
2024-11-17,USD,0.94491,0.78858,155.31,1.5445,0.88718
2024-11-18,USD,0.94769,0.79189,155.17,1.5497,0.88741
2024-11-19,USD,0.94536,0.79068,153.82,1.5375,0.88192
2024-11-20,USD,0.94679,0.78943,155.67,1.5362,0.88449
2024-11-21,USD,0.95003,0.79112,154.41,1.5334,0.88296
2024-11-22,USD,0.96043,0.79913,154.48,1.5384,0.89051
2024-11-23,USD,0.96043,0.79913,154.48,1.5384,0.89051
2024-11-24,USD,0.96043,0.79913,154.48,1.5384,0.89051
2024-11-25,USD,0.95283,0.79528,154.02,1.5351,0.88842
2024-11-26,USD,0.95039,0.79339,153.14,1.5388,0.88519
2024-11-27,USD,0.94958,0.79195,151.6,1.5428,0.88396
2024-11-28,USD,0.94859,0.78951,151.67,1.5394,0.88351
2024-11-29,USD,0.94679,0.78778,150.2,1.5381,0.88137
2024-11-30,USD,0.94679,0.78778,150.2,1.5381,0.88137
2024-12-01,USD,0.94679,0.78778,150.2,1.5381,0.88137
2024-12-02,USD,0.95175,0.78898,150.13,1.5429,0.88665
2024-12-03,USD,0.95129,0.79074,149.64,1.543,0.88556
2024-12-04,USD,0.95311,0.78946,151.15,1.5616,0.88687
2024-12-05,USD,0.94877,0.78558,150.4,1.5538,0.88283
2024-12-06,USD,0.94509,0.78305,150.51,1.56,0.87742
2024-12-07,USD,0.94509,0.78305,150.51,1.56,0.87742
2024-12-08,USD,0.94509,0.78305,150.51,1.56,0.87742
2024-12-09,USD,0.94625,0.78354,150.83,1.55,0.87954
2024-12-10,USD,0.94994,0.78422,151.74,1.5628,0.88031
2024-12-11,USD,0.95175,0.78479,152.61,1.5728,0.88322
2024-12-12,USD,0.9532,0.7857,152.13,1.5645,0.88829
2024-12-13,USD,0.95075,0.78953,153.5,1.5676,0.89228
2024-12-14,USD,0.95075,0.78953,153.5,1.5676,0.89228
2024-12-15,USD,0.95075,0.78953,153.5,1.5676,0.89228
2024-12-16,USD,0.95256,0.7901,154.06,1.5727,0.89274
2024-12-17,USD,0.95265,0.78735,153.98,1.5764,0.89673
2024-12-18,USD,0.95274,0.7862,153.89,1.5817,0.89386
2024-12-19,USD,0.962,0.79312,156.87,1.5999,0.89649
2024-12-20,USD,0.96246,0.79851,156.78,1.6048,0.8948
2024-12-21,USD,0.96246,0.79851,156.78,1.6048,0.8948
2024-12-22,USD,0.96246,0.79851,156.78,1.6048,0.8948
2024-12-23,USD,0.96219,0.79857,157.18,1.6037,0.8983
2024-12-24,USD,0.962,0.79658,157.05,1.6047,0.90024
2024-12-25,USD,0.962,0.79658,157.05,1.6047,0.90024
2024-12-26,USD,0.962,0.79658,157.05,1.6047,0.90024
2024-12-27,USD,0.95831,0.79634,157.79,1.6078,0.90043
2024-12-28,USD,0.95831,0.79634,157.79,1.6078,0.90043
2024-12-29,USD,0.95831,0.79634,157.79,1.6078,0.90043
2024-12-30,USD,0.95749,0.79424,157.57,1.6044,0.90339
2024-12-31,USD,0.96256,0.79813,156.95,1.6144,0.90596
2025-01-01,USD,0.96256,0.79813,156.95,1.6144,0.90596
2025-01-02,USD,0.9689,0.80533,157.0,1.6101,0.90795
2025-01-03,USD,0.97097,0.80584,157.07,1.6075,0.90902
2025-01-04,USD,0.97097,0.80584,157.07,1.6075,0.90902
2025-01-05,USD,0.97097,0.80584,157.07,1.6075,0.90902
2025-01-06,USD,0.95914,0.79703,156.58,1.5879,0.90121
2025-01-07,USD,0.96219,0.7978,157.66,1.5931,0.90696
2025-01-08,USD,0.9722,0.81084,158.41,1.6138,0.91182
2025-01-09,USD,0.9704,0.81328,157.75,1.6138,0.91189
2025-01-10,USD,0.9705,0.81224,158.06,1.6164,0.91382
2025-01-11,USD,0.9705,0.81224,158.06,1.6164,0.91382
2025-01-12,USD,0.9705,0.81224,158.06,1.6164,0.91382
2025-01-13,USD,0.98058,0.82526,157.11,1.6256,0.91645
2025-01-14,USD,0.97609,0.82272,157.76,1.6204,0.91703
2025-01-15,USD,0.97087,0.81857,157.04,1.6132,0.91204
2025-01-16,USD,0.97352,0.82027,156.21,1.6135,0.91277
2025-01-17,USD,0.97106,0.82009,155.59,1.6164,0.91222
2025-01-18,USD,0.97106,0.82009,155.59,1.6164,0.91222
2025-01-19,USD,0.97106,0.82009,155.59,1.6164,0.91222
2025-01-20,USD,0.96937,0.81997,156.42,1.6118,0.91402
2025-01-21,USD,0.96553,0.81639,155.7,1.6065,0.91021
2025-01-22,USD,0.95758,0.80883,155.82,1.5899,0.90482
2025-01-23,USD,0.96117,0.81188,156.27,1.595,0.90754
2025-01-24,USD,0.95493,0.80608,156.51,1.5852,0.90661
2025-01-25,USD,0.95493,0.80608,156.51,1.5852,0.90661
2025-01-26,USD,0.95493,0.80608,156.51,1.5852,0.90661
2025-01-27,USD,0.94967,0.79873,154.05,1.5859,0.89772
2025-01-28,USD,0.9596,0.8048,155.32,1.6023,0.90596
2025-01-29,USD,0.96191,0.80534,155.35,1.6073,0.90708
2025-01-30,USD,0.96126,0.80443,154.11,1.6058,0.90753
2025-01-31,USD,0.96219,0.80446,154.9,1.607,0.90917
2025-02-01,USD,0.96219,0.80446,154.9,1.607,0.90917
2025-02-02,USD,0.96219,0.80446,154.9,1.607,0.90917
2025-02-03,USD,0.97333,0.80919,154.63,1.6226,0.91425
2025-02-04,USD,0.96759,0.80492,155.32,1.609,0.90914
2025-02-05,USD,0.95951,0.79721,152.8,1.5909,0.90146
2025-02-06,USD,0.96525,0.8078,152.46,1.5972,0.90589
2025-02-07,USD,0.96367,0.80325,152.04,1.5925,0.90758
2025-02-08,USD,0.96367,0.80325,152.04,1.5925,0.90758
2025-02-09,USD,0.96367,0.80325,152.04,1.5925,0.90758
2025-02-10,USD,0.96899,0.80701,152.05,1.5938,0.91047
2025-02-11,USD,0.96862,0.80739,152.34,1.5926,0.91331
2025-02-12,USD,0.96432,0.80365,153.54,1.5935,0.91196
2025-02-13,USD,0.96246,0.80186,153.79,1.5968,0.90674
2025-02-14,USD,0.95438,0.79419,152.79,1.5761,0.90113
2025-02-15,USD,0.95438,0.79419,152.79,1.5761,0.90113
2025-02-16,USD,0.95438,0.79419,152.79,1.5761,0.90113
2025-02-17,USD,0.95484,0.79378,151.5,1.5713,0.90137
2025-02-18,USD,0.95721,0.79473,151.77,1.5761,0.90217
2025-02-19,USD,0.95841,0.79392,151.82,1.5736,0.90426
2025-02-20,USD,0.95758,0.7931,149.96,1.5687,0.90233
2025-02-21,USD,0.95557,0.79083,150.46,1.5666,0.90014
2025-02-22,USD,0.95557,0.79083,150.46,1.5666,0.90014
2025-02-23,USD,0.95557,0.79083,150.46,1.5666,0.90014
2025-02-24,USD,0.95547,0.79142,149.83,1.5702,0.89958
2025-02-25,USD,0.95265,0.78983,149.75,1.5755,0.89416
2025-02-26,USD,0.95356,0.7902,149.42,1.585,0.89559
2025-02-27,USD,0.95447,0.78909,149.59,1.5881,0.89787
2025-02-28,USD,0.96052,0.79347,150.76,1.608,0.90231
2025-03-01,USD,0.96052,0.79347,150.76,1.608,0.90231
2025-03-02,USD,0.96052,0.79347,150.76,1.608,0.90231
2025-03-03,USD,0.95557,0.78863,151.29,1.6064,0.90091
2025-03-04,USD,0.94724,0.7842,148.24,1.6026,0.88766
2025-03-05,USD,0.9351,0.78081,149.7,1.5925,0.88966
2025-03-06,USD,0.92627,0.77612,147.5,1.5781,0.88598
2025-03-07,USD,0.92106,0.7745,147.69,1.5896,0.88026
2025-03-08,USD,0.92106,0.7745,147.69,1.5896,0.88026
2025-03-09,USD,0.92106,0.7745,147.69,1.5896,0.88026
2025-03-10,USD,0.92208,0.77316,146.97,1.5821,0.87709
2025-03-11,USD,0.91642,0.77322,148.02,1.5906,0.8805
2025-03-12,USD,0.91861,0.77235,149.03,1.5889,0.88361
2025-03-13,USD,0.92336,0.77357,148.33,1.5941,0.88449
2025-03-14,USD,0.91836,0.7731,148.66,1.583,0.88539
2025-03-15,USD,0.91836,0.7731,148.66,1.583,0.88539
2025-03-16,USD,0.91836,0.7731,148.66,1.583,0.88539
2025-03-17,USD,0.91718,0.77067,148.82,1.5739,0.88196
2025-03-18,USD,0.91592,0.77096,149.75,1.5705,0.87937
2025-03-19,USD,0.91768,0.77157,149.83,1.5792,0.87942
2025-03-20,USD,0.92311,0.77255,148.48,1.5916,0.88286
2025-03-21,USD,0.92311,0.77255,148.48,1.5916,0.88286
